"ISSN","ISSN_L","ISSN_IN_DOAJ","ISSN_IN_ROAD","ISSN_IN_PMC","ISSN_IN_OAPC","ISSN_IN_WOS","ISSN_IN_SCOPUS","JOURNAL_IN_DOAJ","JOURNAL_IN_ROAD","JOURNAL_IN_PMC","JOURNAL_IN_OAPC","JOURNAL_IN_WOS","JOURNAL_IN_SCOPUS","TITLE","TITLE_SOURCE"
"1101-1165","1101-1165",0,1,0,0,0,1,0,1,0,0,0,1,"Språk och stil.","ROAD"
"1110-0168","1110-0168",1,1,0,0,0,1,1,1,0,0,0,1,"Alexandria Engineering Journal","DOAJ"
"1110-7251","1110-7251",1,0,1,1,1,1,1,0,1,1,1,1,"Journal of Biomedicine and Biotechnology","DOAJ"
"1121-1156","1121-1156",0,1,0,0,0,0,0,1,0,0,0,0,"Itinerari di ricerca storica.","ROAD"
"1121-6530","1121-6530",0,1,0,0,0,0,0,1,0,0,0,0,"Segni e comprensione.","ROAD"
"1123-2536","1123-2536",1,1,0,0,0,1,1,1,0,0,0,1,"Note di Matematica","DOAJ"
"1130-3395","1130-3395",0,1,0,0,0,0,0,1,0,0,0,0,"Paratge.","ROAD"
"1132-0559","1132-0559",1,1,0,0,0,1,1,1,0,0,0,1,"Psychosocial Intervention","DOAJ"
"1133-6579","1133-6579",0,1,0,0,0,0,0,1,0,0,0,0,"Ciudades.","ROAD"
"1134-2196","1134-2196",1,1,0,0,0,0,1,1,0,0,0,0,"Ingeniería del Agua","DOAJ"
"1134-3478","1134-3478",1,1,0,0,1,1,1,1,0,0,1,1,"Comunicar","DOAJ"
"1135-2523","1135-2523",1,0,0,0,0,1,1,0,0,0,0,1,"Investigaciones Europeas de Dirección y Economía de la Empresa","DOAJ"
"1135-805X","1135-805X",0,1,0,0,0,0,0,1,0,0,0,0,"Educació social.","ROAD"
"1135-9250","1135-9250",1,0,0,0,0,0,1,0,0,0,0,0,"Edutec","DOAJ"
"1136-0496","1136-0496",0,1,0,0,0,0,0,1,0,0,0,0,"Grama y cal.","ROAD"
"1136-3169","1136-3169",1,0,0,0,0,0,1,0,0,0,0,0,"Philologica Canariensia","DOAJ"
"1137-5019","1137-5019",0,1,0,0,0,1,0,1,0,0,0,1,"Cybermetrics.","ROAD"
"1137-8417","1137-8417",0,1,0,0,0,0,0,1,0,0,0,0,"Stvdivm.","ROAD"
"1137-8654","1137-8654",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Española de Educación Comparada","DOAJ"
"1138-1663","1138-1663",0,1,0,0,0,0,0,1,0,0,0,0,"Revista galego-portuguesa de psicoloxía e educación.","ROAD"
"1138-9621","1138-9621",0,1,0,0,0,0,0,1,0,0,0,0,"Edad Media.","ROAD"
"1138-9788","1138-9788",0,1,0,0,1,1,0,1,0,0,1,1,"Scripta nova.","ROAD"
"1138-9796","1138-9796",0,1,0,0,0,0,0,1,0,0,0,0,"Biblio 3w.","ROAD"
"1139-0107","1139-0107",1,0,0,0,0,1,1,0,0,0,0,1,"Memoria y Civilización: Anuario de Historia","DOAJ"
"1139-613X","1139-613X",1,0,0,0,1,1,1,0,0,0,1,1,"Educación XX1","DOAJ"
"1139-7241","1139-7241",1,0,0,0,1,1,1,0,0,0,1,1,"Ibérica","DOAJ"
"1139-7365","1139-7365",1,0,0,0,0,0,1,0,0,0,0,0,"On the W@terfront","DOAJ"
"1157-0490","1157-0490",0,1,0,0,0,0,0,1,0,0,0,0,"Les Nouvelles du LET.","ROAD"
"1167-8437","1167-8437",1,0,0,0,0,0,1,0,0,0,0,0,"Atalaya","DOAJ"
"1177-3901","1177-3901",1,1,1,0,0,1,1,1,1,0,0,1,"Analytical Chemistry Insights","DOAJ"
"1177-4258","1177-4258",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of organic systems","ROAD"
"1178-122X","1178-122X",1,0,1,0,0,1,1,0,1,0,0,1,"Virology: Research and Treatment","DOAJ"
"1178-6450","1178-6450",0,0,1,0,0,1,0,0,1,0,0,1,"Clinical Medicine. Case Reports","PMC"
"1179-2515","1179-2515",0,1,0,0,0,0,0,1,0,0,0,0,"Glycobiology insights","ROAD"
"1179-2698","1179-2698",1,1,0,1,0,0,1,1,0,1,0,0,"Pathology and Laboratory Medicine International","DOAJ"
"1179-2760","1179-2760",0,1,0,0,0,0,0,1,0,0,0,0,"Clinical audit","ROAD"
"1179-299X","1179-299X",1,1,1,0,0,0,1,1,1,0,0,0,"Biomarkers in Cancer","DOAJ"
"1179-5565","1179-5565",1,0,1,0,0,0,1,0,1,0,0,0,"Clinical Medicine Insights: Pediatrics","DOAJ"
"1179-5964","1179-5964",0,1,0,0,0,0,0,1,0,0,0,0,"Autism insights","ROAD"
"1179-8912","1176-5119",0,1,0,0,0,0,0,1,0,0,1,1,"Junctures","ROAD"
"1206-9620","1206-9620",0,1,0,0,0,1,0,1,0,0,0,1,"International electronic journal for leadership in learning.","ROAD"
"1210-9479","1210-9479",0,1,0,0,0,0,0,1,0,0,0,0,"Systémová integrace.","ROAD"
"1211-4286","1211-4286",1,1,0,0,0,1,1,1,0,0,0,1,"Acta Medica","DOAJ"
"1213-3809","1213-3809",1,0,0,0,0,0,1,0,0,0,0,0,"Paidagogos","DOAJ"
"1214-5505","1214-5505",0,1,0,0,0,0,0,1,0,0,0,0,"Philologica.net.","ROAD"
"1217-8837","1217-8837",1,1,0,0,1,1,1,1,0,0,1,1,"Acta Zoologica Academiae Scientiarum Hungaricae","DOAJ"
"1221-8111","1221-8111",0,1,0,0,0,0,0,1,0,0,0,0,"Studia Universitatis Babeş-Bolyai","ROAD"
"1225-8822","1225-8822",0,1,0,0,0,0,0,1,0,0,0,0,"Applied science and convergence technology","ROAD"
"1226-2617","1226-2617",0,1,0,0,1,1,0,1,0,0,1,1,"Algae","ROAD"
"1226-4652","1226-4652",0,1,0,0,0,0,0,1,0,0,0,0,"Han-gungmojabogeonhakoeji (Online)","ROAD"
"1226-5829","1226-5829",0,1,0,0,0,0,0,1,0,0,0,0,"Uihangmulli","ROAD"
"1226-6809","1226-6809",0,1,0,0,0,0,0,1,0,0,0,0,"Gyojeong-yeon-gu (Online)","ROAD"
"1229-1153","1229-1153",0,1,0,0,0,0,0,1,0,0,0,0,"Han-guksikpumwisaeng-anjeonseonghakoeji (Online)","ROAD"
"1229-2818","1229-2818",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of plant biotechnology","ROAD"
"1229-4292","1229-4292",0,1,0,0,0,0,0,1,0,0,0,0,"Daehanhanbangbuin-gwahakoeji (Online)","ROAD"
"1229-5450","1229-5450",0,1,0,0,0,0,0,1,0,0,0,0,"Pacific science review.","ROAD"
"1229-6538","1229-6538",0,1,0,0,0,0,0,1,0,0,0,0,"Imsangnoinuihakoeji","ROAD"
"1229-7577","1229-7577",0,1,0,0,0,0,0,1,0,0,0,0,"Jaehwalbokji (Online)","ROAD"
"1229-7771","1229-7771",0,1,0,0,0,0,0,1,0,0,0,0,"Meoltimidieohakoenonmunji","ROAD"
"1230-5057","1230-5057",0,1,0,0,0,0,0,1,0,0,0,0,"Studia z Dziejów Rosji i Europy Środkowo-Wschodniej.","ROAD"
"1231-0956","1231-0956",0,1,0,0,0,1,1,1,0,0,0,1,"Archives of Thermodynamics","DOAJ"
"1233-9709","1233-9709",0,1,0,0,0,0,1,1,0,0,0,0,"Archives of Mechanical Technology and Materials","DOAJ"
"1246-8258","1246-8258",0,1,0,0,0,0,0,1,0,0,0,0,"Critique d'art.","ROAD"
"1276-4760","1276-4760",0,1,0,0,0,0,0,1,0,0,0,0,"X.Y. ZEP.","ROAD"
"1276-8944","1276-8944",0,1,0,0,0,0,0,1,0,0,0,0,"Bulletin de l'Institut Pierre Renouvin.","ROAD"
"1278-3366","1278-3366",1,1,0,0,0,1,1,1,0,0,0,1,"CyberGeo","DOAJ"
"1300-0659","1300-0659",1,0,0,0,0,1,1,0,0,0,0,1,"Türk Oftalmoloji Dergisi","DOAJ"
"1302-3217","1302-3217",1,0,0,0,0,1,1,0,0,0,0,1,"Bilgi Dünyası","DOAJ"
"1304-1878","1304-1878",1,0,0,0,0,0,1,0,0,0,0,0,"Bilimname: Düşünce Platformu","DOAJ"
"1304-9623","1304-9623",0,1,0,0,0,0,0,1,0,0,0,0,"Harran üniversitesi tıp fakültesi dergisi.","ROAD"
"1305-7464","",0,0,1,0,0,1,0,0,1,0,0,1,"European Journal of Dentistry","PMC"
"1306-3375","",1,0,0,0,0,0,1,0,0,0,0,0,"Anadolu BİL Meslek Yüksekokulu Dergisi","DOAJ"
"1309-1220","1309-1220",0,1,0,0,0,0,0,1,0,0,0,0,"Süleyman Demi̇rel üni̇versi̇tesi̇ uluslararası teknolojik bilimler dergisi.","ROAD"
"1309-1352","2149-0074",1,0,0,0,0,0,1,1,0,0,0,0,"İstanbul Aydın Üniversitesi Dergisi","DOAJ"
"1309-3878","1309-3878",1,0,0,0,0,0,1,0,0,0,0,0,"Konuralp Tip Dergisi ","DOAJ"
"1310-358X","1310-358X",0,1,0,0,0,0,0,1,0,0,0,0,"Pedagogičeski almanah.","ROAD"
"1311-4700","1311-4700",0,1,0,0,0,0,0,1,0,0,0,0,"Psihologični izsledvaniâ.","ROAD"
"1312-5435","1312-5435",0,1,0,0,0,0,0,1,0,0,0,0,"Meždunarodna politika.","ROAD"
"1312-8221","1312-8183",0,1,0,0,0,0,0,1,0,0,0,0,"General and Applied Plant Physiology.","ROAD"
"1313-2644","1313-2644",0,1,0,0,0,1,0,1,0,0,0,1,"BioRisk.","ROAD"
"1313-4787","1313-4787",0,1,0,0,0,0,0,1,0,0,0,0,"KSI Transactions on Knowledge Society.","ROAD"
"1313-8820","1313-8820",0,1,0,0,0,0,0,1,0,0,0,0,"Agricultural science and technology.","ROAD"
"1314-0213","1314-0213",1,1,0,0,0,0,1,1,0,0,0,0,"Ecologia Balkanica","DOAJ"
"1314-2607","1070-9428",1,1,0,0,1,1,1,1,0,0,1,1,"Journal of Hymenoptera Research","DOAJ"
"1314-2666","1310-0157",0,1,0,0,0,0,0,1,0,0,0,0,"Bulgarian Journal of Physics.","ROAD"
"1314-2682","1436-5804",0,1,0,0,0,0,0,1,0,0,0,0,"Oedippus.","ROAD"
"1314-2763","1314-2763",0,1,0,0,0,0,0,1,0,0,0,0,"Biblioteka Diogen.","ROAD"
"1314-3301","1314-3301",1,1,0,1,1,1,1,1,0,1,1,1,"Nature Conservation","DOAJ"
"1314-3395","1314-3395",0,1,0,0,0,1,0,1,0,0,0,1,"International Journal of Pure and Applied Mathematics.","ROAD"
"1314-4057","1314-4049",1,0,0,1,1,1,1,1,0,1,1,1,"MycoKeys","DOAJ"
"1314-4138","1314-4138",0,1,0,0,0,0,0,1,0,0,0,0,"Ustojčivo razvitie.","ROAD"
"1314-5169","1314-5169",0,1,0,0,0,0,0,1,0,0,0,0,"Horizonti.","ROAD"
"1314-5703","1314-5703",1,1,0,0,0,0,1,1,0,0,0,0,"Novo Znanie","DOAJ"
"1314-5770","1314-5770",0,1,0,0,0,0,0,1,0,0,0,0,"Genetics and Plant Physiology.","ROAD"
"1314-6432","1314-6416",0,1,0,0,0,0,0,1,0,0,0,0,"International Journal Information Models & Analyses.","ROAD"
"1314-7161","1313-3357",0,1,0,0,0,0,0,1,0,0,0,0,"BGSIAM ...","ROAD"
"1314-7277","1314-7277",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of International Scientific Publication : Educational Alternatives.","ROAD"
"1314-7536","1312-7594",0,1,0,0,0,0,0,1,0,0,0,0,"International Mathematical Forum.","ROAD"
"1314-8338","1314-8338",0,1,0,0,0,0,0,1,0,0,0,0,"Varnenski medicinski forum.","ROAD"
"1314-8761","1314-8478",0,1,0,0,0,0,0,1,0,0,0,0,"Fizika.","ROAD"
"1314-8907","1314-8907",0,1,0,0,0,0,0,1,0,0,0,0,"Innovations in Discrete Productions.","ROAD"
"1314-9067","1314-9067",0,1,0,0,0,0,0,1,0,0,0,0,"Dzâlo.","ROAD"
"1315-9518","1315-9518",1,0,0,0,1,1,1,0,0,0,1,1,"Revista de Ciencias Sociales","DOAJ"
"1330-0083","1330-0083",0,1,0,0,0,1,0,1,0,0,0,1,"Hrvatski meteorološki časopis","ROAD"
"1330-2965","1330-2965",1,1,0,0,1,1,1,1,0,0,1,1,"Revija za Socijalnu Politiku","DOAJ"
"1333-896X","1333-896X",1,0,0,0,0,1,1,0,0,0,0,1,"Kartografija i Geoinformacije","DOAJ"
"1335-1303","1335-1303",1,0,0,0,0,0,1,0,0,0,0,0,"Slovenský Národopis","DOAJ"
"1337-0707","1337-0707",0,1,0,0,0,0,0,1,0,0,0,0,"Dejiny.","ROAD"
"1337-8384","1337-8384",0,1,0,0,0,1,0,1,0,0,0,1,"XLinguae.","ROAD"
"1338-2144","1338-1563",1,1,0,0,0,1,1,1,0,0,0,1,"Pedagogický Časopis","DOAJ"
"1338-4139","1335-8421",0,1,0,0,0,0,1,1,0,0,0,0,"Acta Medica Martiniana ","DOAJ"
"1339-5246","1339-0767",0,1,0,0,0,0,0,1,0,0,0,0,"Global media journal.","ROAD"
"1347-3611","1347-3611",0,1,0,0,0,0,0,1,0,0,0,0,"Kokuritsu kango daigakko kenkyu kiyo.","ROAD"
"1347-8648","1347-8613",0,1,0,0,1,1,1,1,0,1,1,1,"Journal of Pharmacological Sciences","DOAJ"
"1348-4400","0916-8818",0,1,1,0,0,1,0,1,1,0,1,1,"Journal of reproduction and development.","ROAD"
"1349-4147","1348-8945",1,1,1,0,0,1,1,1,1,0,0,1,"Tropical Medicine and Health","DOAJ"
"1349-6964","0385-7417",0,1,0,0,0,0,0,1,0,0,0,0,"Behaviormetrika.","ROAD"
"1364-694X","1364-694X",1,0,0,0,0,0,1,0,0,0,0,0,"Information for Social Change","DOAJ"
"1390-1249","1390-1249",1,1,0,0,0,0,1,1,0,0,0,0,"Íconos ","DOAJ"
"1390-3365","1390-3365",0,1,0,0,0,0,0,1,0,0,0,0,"Cumbres","ROAD"
"1390-3691","1390-3691",1,0,0,0,0,0,1,0,0,0,0,0,"Urvio","DOAJ"
"1390-4051","1390-4043",1,0,0,0,0,0,1,0,0,0,0,0,"Ciencia y Tecnología ","DOAJ"
"1390-4299","1390-3691",1,0,0,0,0,0,1,0,0,0,0,0,"Urvio","DOAJ"
"1390-5619","1390-5619",1,0,0,0,0,0,1,0,0,0,0,0,"ComHumanitas","DOAJ"
"1390-7247","1390-7247",1,0,0,0,0,0,1,0,0,0,0,0,"Revista San Gregorio","DOAJ"
"1390-7468","1390-7468",1,1,0,0,0,0,1,1,0,0,0,0,"Odontología","DOAJ"
"1390-8049","1390-8049",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Amazónica Ciencia y Tecnología","ROAD"
"1390-8464","1390-0218",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Medicina.","ROAD"
"1390-874X","1390-874X",0,1,0,0,0,0,0,1,0,0,0,0,"La Ciencia al Servicio de la Salud y Nutrición.","ROAD"
"1390-9010","1390-9010",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Electrónica Formación y Calidad Educativa","DOAJ"
"1390-9150","1390-7514",0,1,0,0,0,0,0,1,0,0,0,0,"UNIANDES Episteme.","ROAD"
"1390-924X","1390-924X",1,1,0,0,0,0,1,1,0,0,0,0,"Chasqui","DOAJ"
"1390-9347","1390-9347",1,1,0,0,0,0,1,1,0,0,0,0,"Bionatura","DOAJ"
"1391-5452","1391-5452",1,1,0,0,0,1,1,1,0,0,0,1,"Sri Lanka Journal of Child Health","DOAJ"
"1392-1002","1392-1002",0,1,0,0,0,0,0,1,0,0,0,0,"Menotyra.","ROAD"
"1392-1592","1392-1592",0,1,0,0,0,0,0,1,0,0,0,0,"Teisės problemos.","ROAD"
"1392-3137","1392-3137",0,1,0,0,0,0,0,1,0,0,0,0,"Tiltai.","ROAD"
"1392-5504","1392-5504",0,1,0,0,0,1,0,1,0,0,0,1,"Lithuanian foreign policy review.","ROAD"
"1392-6195","1392-6195",1,0,0,0,0,0,1,0,0,0,0,0,"Jurisprudence","DOAJ"
"1401-2618","1401-2618",0,1,0,0,0,0,0,1,0,0,0,0,"Diabetolognytt.","ROAD"
"1406-0124","1406-0124",0,1,0,0,0,1,0,1,0,0,0,1,"Proceedings of the Estonian Academy of Sciences.","ROAD"
"1409-469X","1409-469X",1,1,0,0,0,0,1,1,0,0,0,0,"Diálogos ","DOAJ"
"1410-5292","1410-5292",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Biologi","DOAJ"
"1410-6973","1410-6973",1,1,0,0,0,0,1,1,0,0,0,0,"Ta'dib","DOAJ"
"1411-2485","1411-2485",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Teknik Industri","DOAJ"
"1411-3457","1411-3457",1,1,0,0,0,0,1,1,0,0,0,0,"Ulumuna","DOAJ"
"1412-0909","1412-0909",1,1,0,0,0,0,1,1,0,0,0,0,"Jurnal Ushuluddin","DOAJ"
"1412-2596","1412-2596",1,0,0,0,0,0,1,0,0,0,0,0,"Litera","DOAJ"
"1412-4807","1412-4807",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Ilmiah Agribisnis","DOAJ"
"1413-4551","1413-4551",0,1,0,0,0,0,0,1,0,0,0,0,"Caderno Prudentino de Geografia.","ROAD"
"1413-8670","1413-8670",1,1,0,0,1,1,1,1,0,0,1,1,"Brazilian Journal of Infectious Diseases","DOAJ"
"1414-0594","1414-0594",0,1,0,0,0,0,0,1,0,0,0,0,"Revista ACB.","ROAD"
"1415-0549","1415-0549",0,1,0,0,0,0,1,1,0,0,0,0,"Revista FAMECOS","DOAJ"
"1415-255X","1415-255X",0,1,0,0,0,0,0,1,0,0,0,0,"Revista jurídica.","ROAD"
"1415-4498","1415-4498",1,0,0,0,0,0,1,0,0,0,0,0,"Manuscrítica","DOAJ"
"1415-9902","1415-9902",1,1,0,0,0,0,1,1,0,0,0,0,"Educação & Linguagem","DOAJ"
"1421-007X","1421-007X",0,1,0,0,0,0,0,1,0,0,0,0,"Zeitschrift für schweizerische Geschichte.","ROAD"
"1424-862X","1424-862X",1,0,0,0,1,1,1,0,0,0,1,1,"Neurosignals","DOAJ"
"1427-0994","1427-0994",1,0,0,0,0,1,1,0,0,0,0,1,"New Medicine","DOAJ"
"1428-7218","1428-7218",0,1,0,0,0,0,0,1,0,0,0,0,"Scriptura Sacra.","ROAD"
"1444-1683","1444-1683",0,1,1,1,0,0,1,1,1,1,0,1,"Asia Pacific Family Medicine","DOAJ"
"1445-0445","1445-0445",1,1,0,0,0,0,1,1,0,0,0,0,"Outskirts: Feminisms along the Edge","DOAJ"
"1447-056X","1444-1683",1,1,1,1,0,1,1,1,1,1,0,1,"Asia Pacific Family Medicine","DOAJ"
"1447-0810","1447-0810",0,1,0,0,0,0,0,1,0,0,0,0,"Borderlands e-journal","ROAD"
"1447-0950","1447-0950",0,1,0,0,0,0,0,1,0,0,0,0,"Colloquy.","ROAD"
"1449-1818","1449-1818",0,1,0,0,0,0,0,1,0,0,0,0,"Scan","ROAD"
"1449-8618","1449-8618",1,0,0,0,0,1,1,0,0,0,0,1,"Australasian Journal of Information Systems","DOAJ"
"1450-5304","1450-5304",0,1,0,0,0,0,0,1,0,0,0,0,"Mobility & Vehicle Mechanics","ROAD"
"1450-5843","1450-5843",1,0,0,0,0,1,1,0,0,0,0,1,"Electronics","DOAJ"
"1450-6661","1450-6661",1,1,0,0,0,0,1,1,0,0,0,0,"Turizam","DOAJ"
"1450-863X","1450-863X",1,1,0,0,0,0,1,1,0,0,0,0,"Economic Horizons ","DOAJ"
"1450-8915","1450-8915",0,1,0,0,0,0,0,1,0,0,0,0,"Glasnik Narodne biblioteke Srbije.","ROAD"
"1450-9733","1450-9733",0,1,0,0,0,0,0,1,0,0,0,0,"Arhiv.","ROAD"
"1451-9283","0048-5705",1,1,0,0,0,1,1,1,0,0,1,1,"Psihologija","DOAJ"
"1453-7257","1453-7257",1,0,0,0,0,0,1,0,0,0,0,0,"Bulletin of Integrative Psychiatry ","DOAJ"
"1454-5675","1454-5675",1,0,0,0,0,0,1,0,0,0,0,0,"Buletin Ştiinţific ","DOAJ"
"1455-4909","1455-4909",0,1,0,0,0,0,0,1,0,0,0,0,"Kalan tuottajahinnat.","ROAD"
"1458-3410","1458-3410",0,1,0,0,0,0,0,1,0,0,0,0,"Puhe ja kieli.","ROAD"
"1465-6906","1465-6906",0,0,0,1,1,1,0,0,0,1,1,1,"Genome Biology","OAPC"
"1465-993X","1465-9921",1,1,1,1,1,1,1,1,1,1,1,1,"Respiratory Research","DOAJ"
"1471-0676","0032-1400",1,1,0,0,1,1,1,1,0,0,1,1,"Platinum Metals Review","DOAJ"
"1471-2253","1471-2253",1,1,1,1,1,1,1,1,1,1,1,1,"BMC Anesthesiology","DOAJ"
"1472-3654","1472-3646",1,1,0,1,1,1,1,1,0,1,1,1,"Archaea ","DOAJ"
"1472-6882","1472-6882",1,1,1,1,1,1,1,1,1,1,1,1,"BMC Complementary and Alternative Medicine","DOAJ"
"1473-9542","1473-9542",0,1,1,1,1,1,1,1,1,1,1,1,"Human Genomics","DOAJ"
"1475-1674","1475-1674",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of the Sylvia Townsend Warner Society.","ROAD"
"1476-7104","",0,1,0,0,0,0,0,1,0,0,0,0,"Provincial China.","ROAD"
"1477-3155","1477-3155",1,1,1,1,1,1,1,1,1,1,1,1,"Journal of Nanobiotechnology","DOAJ"
"1477-7487","1477-7487",1,1,0,0,0,1,1,1,0,0,0,1,"Surveillance & Society","DOAJ"
"1481-4501","1203-9012",0,1,0,0,0,0,0,1,0,0,0,0,"Technology overview.","ROAD"
"1492-000X","1488-9994",0,1,0,0,0,0,1,1,0,0,0,0,"Dalhousie Medical Journal","DOAJ"
"1502-2412","1502-2412",0,1,0,0,0,0,0,1,0,0,0,0,"Acta Geographica - Trondheim.","ROAD"
"1502-7724","0281-3432",1,1,0,1,1,1,1,1,0,1,1,1,"Scandinavian Journal of Primary Health Care","DOAJ"
"1505-1013","1505-1013",0,1,0,0,0,0,0,1,0,0,0,0,"Scientific Bulletin.","ROAD"
"1506-3615","1506-3615",1,1,0,0,0,0,1,1,0,0,0,0,"Biblioteka","DOAJ"
"1511-1369","1511-1369",1,1,0,0,0,0,1,1,0,0,0,0,"Jurnal Alam Bina","DOAJ"
"1512-8962","1512-8962",0,1,0,0,0,0,0,1,0,0,0,0,"Ekonomska revija.","ROAD"
"1514-7991","1514-7991",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Argentina de Antropología Biológica","DOAJ"
"1515-5994","1515-5994",1,1,0,0,0,1,1,1,0,0,0,1,"Mundo Agrario","DOAJ"
"1516-0351","1516-0351",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Quaestio Iuris","DOAJ"
"1516-1846","1516-1846",1,1,0,0,0,0,1,1,0,0,0,0,"Revista CEFAC","DOAJ"
"1516-4039","1516-4039",1,0,0,0,0,0,1,0,0,0,0,0,"Scripta","DOAJ"
"1516-4381","1516-4381",0,1,0,0,0,0,0,1,0,0,0,0,"Conexões.","ROAD"
"1516-7275","1516-7275",0,1,0,0,0,1,1,1,0,0,0,1,"Brazilian Journal of Food Technology ","DOAJ"
"1516-7313","1516-7313",1,0,0,0,0,0,1,0,0,0,0,0,"Ciência & Educação","DOAJ"
"1516-7399","1516-7399",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of Microwaves and Optoelectronics.","ROAD"
"1516-9332","1516-9332",1,1,0,0,1,1,1,1,0,0,1,1,"Revista Brasileira de Ciências Farmacêuticas","DOAJ"
"1516-9375","1516-9375",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Espaço e Geografia","DOAJ"
"1517-2805","1517-2805",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de Etologia.","ROAD"
"1517-2856","1517-2856",0,1,0,0,0,0,1,1,0,0,0,0,"História: Debates e Tendências","DOAJ"
"1517-4549","1517-4549",1,0,0,0,0,0,1,0,0,0,0,0,"Tomo","DOAJ"
"1517-7580","1517-7580",1,1,0,0,0,0,1,1,0,0,0,0,"EconomiA","DOAJ"
"1517-784X","1517-784X",0,1,0,0,0,1,0,1,0,0,0,1,"Archives of Veterinary Science.","ROAD"
"1518-1944","1518-1944",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Eletrônica de Enfermagem","DOAJ"
"1518-2797","1518-2797",1,1,0,0,0,1,1,1,0,0,0,1,"Ciência Animal Brasileira","DOAJ"
"1518-6369","1518-6369",1,0,0,0,0,0,1,0,0,0,0,0,"Em Extensão","DOAJ"
"1518-9325","1518-9325",0,1,0,0,0,0,0,1,0,0,0,0,"Libertas.","ROAD"
"1519-549X","1519-549X",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Psicologia Política.","ROAD"
"1519-5899","1519-5899",1,0,0,0,0,0,1,0,0,0,0,0,"Espaço Jurídico","DOAJ"
"1519-7018","1519-7018",0,1,0,0,0,0,0,1,0,0,0,0,"Caminhando.","ROAD"
"1519-9029","1519-9029",1,0,0,0,0,0,1,0,0,0,0,0,"Política e Gestão Educacional","DOAJ"
"1519-9061","",0,1,0,0,0,0,0,1,0,0,0,0,"Brathair.","ROAD"
"1523-1720","1523-1720",0,1,0,0,0,0,0,1,0,0,0,0,"Ciberletras","ROAD"
"1524-3303","1523-6919",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of cotton science","ROAD"
"1535-0975","1535-0975",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of literacy and technology","ROAD"
"1537-1964","1537-1964",0,1,0,0,0,1,0,1,0,0,0,1,"Panace@","ROAD"
"1539-3585","1539-3585",1,1,0,0,0,1,1,1,0,0,0,1,"Journal of Information Technology Education: Research","DOAJ"
"1540-1421","1540-1421",0,1,0,0,0,0,0,1,0,0,0,0,"Nonlinearity in biology, toxicology, medicine.","ROAD"
"1545-2921","1545-2921",0,1,0,0,0,1,0,1,0,0,0,1,"Economics bulletin","ROAD"
"1550-5952","1550-5952",0,1,0,0,0,1,0,1,0,0,0,1,"Psychiatry","ROAD"
"1550-9850","1550-9850",0,1,0,0,0,0,0,1,0,0,0,0,"AASA journal of scholarship & practice","ROAD"
"1551-4447","1551-4439",0,1,0,0,0,0,0,1,0,0,0,0,"Pediatric cardiology today","ROAD"
"1553-0892","1553-0892",1,0,0,0,0,1,1,0,0,0,0,1,"The Review of Regional Studies","DOAJ"
"1553-8931","1553-8931",0,1,0,0,0,0,0,1,0,0,0,0,"Americana","ROAD"
"1555-5887","1555-5887",0,1,1,0,1,1,0,1,1,0,1,1,"PLoS clinical trials.","ROAD"
"1555-7596","1555-7596",1,1,0,0,0,0,1,1,0,0,0,0,"Divergencias","DOAJ"
"1556-3499","1556-3499",0,0,1,0,0,1,0,0,1,0,0,1,"Journal of Chiropractic Humanities","PMC"
"1557-2935","1557-2935",0,1,0,0,0,0,0,1,0,0,0,0,"Liminalities","ROAD"
"1558-7118","1557-2625",0,1,0,0,1,1,0,1,0,0,1,1,"The journal of the American Board of Family Medicine","ROAD"
"1558-7215","1558-7215",1,0,0,0,0,0,1,0,0,0,0,0,"Journal of Digital Forensics, Security and Law","DOAJ"
"1558-8238","0021-9738",0,0,0,1,1,1,0,0,0,1,1,1,"Journal of Clinical Investigation","OAPC"
"1558-9528","1558-9528",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of online learning and teaching.","ROAD"
"1559-3061","1559-3061",1,1,0,0,0,0,1,1,0,0,0,0,"Journal of Ethics and Social Philosophy","DOAJ"
"1559-5676","1536-1403",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of child nutrition & management.","ROAD"
"1560-5876","1560-5876",0,1,0,0,0,1,0,1,0,0,0,1,"Brunei international medical journal.","ROAD"
